"http://en.wikipedia.org/wiki/Alexander_Fleming_Laboratory_Museum","Alexander Fleming Laboratory Museum"
"http://en.wikipedia.org/wiki/All_Hallows-by-the-Tower","All Hallows-by-the-Tower"
"http://en.wikipedia.org/wiki/London_amora","London amora"
"http://en.wikipedia.org/wiki/Anaesthesia_Heritage_Centre","Anaesthesia Heritage Centre"
"http://en.wikipedia.org/wiki/Apsley_House","Apsley House"
"http://en.wikipedia.org/wiki/Arsenal_Football_Club_Museum","Arsenal Football Club Museum"
"http://en.wikipedia.org/wiki/Baden-Powell_House_Exhibition","Baden-Powell House Exhibition"
"http://en.wikipedia.org/wiki/Bank_of_England_Museum","Bank of England Museum"
"http://en.wikipedia.org/wiki/Banqueting_House","Banqueting House"
"http://en.wikipedia.org/wiki/Barbican_Art_Gallery","Barbican Art Gallery"
"http://en.wikipedia.org/wiki/Barnet_Museum","Barnet Museum"
"http://en.wikipedia.org/wiki/Benjamin_Franklin_House","Benjamin Franklin House"
"http://en.wikipedia.org/wiki/Ben_Uri_Gallery,_The_London_Jewish_Museum_of_Art","Ben Uri Gallery, The London Jewish Museum of Art"
"http://en.wikipedia.org/wiki/Bethlem_Royal_Hospital_Archives_and_Museum","Bethlem Royal Hospital Archives and Museum"
"http://en.wikipedia.org/wiki/Boston_Manor_House","Boston Manor House"
"http://en.wikipedia.org/wiki/Bramah_Tea_and_Coffee_Museum","Bramah Tea and Coffee Museum"
"http://en.wikipedia.org/wiki/British_Dental_Association_Museum","British Dental Association Museum"
"http://en.wikipedia.org/wiki/British_Library","British Library"
"http://en.wikipedia.org/wiki/British_Museum","British Museum"
"http://en.wikipedia.org/wiki/British_Music_Experience","British Music Experience"
"http://en.wikipedia.org/wiki/British_Optical_Association_Museum","British Optical Association Museum"
"http://en.wikipedia.org/wiki/British_Postal_Museum_and_Archive","British Postal Museum and Archive"
"http://en.wikipedia.org/wiki/Bruce_Castle","Bruce Castle"
"http://en.wikipedia.org/wiki/Brunei_Gallery,_School_of_Oriental_and_African_Studies","Brunei Gallery, School of Oriental and African Studies"
"http://en.wikipedia.org/wiki/Brunel_Engine_House","Brunel Engine House"
"http://en.wikipedia.org/wiki/BT_Archives","BT Archives"
"http://en.wikipedia.org/wiki/Buckingham_Palace","Buckingham Palace"
"http://en.wikipedia.org/wiki/Canada_House_Gallery","Canada House Gallery"
"http://en.wikipedia.org/wiki/Carlyle%27s_House","Carlyle's House"
"http://en.wikipedia.org/wiki/The_Cartoon_Museum","The Cartoon Museum"
"http://en.wikipedia.org/wiki/Centre_for_Recent_Drawing","Centre for Recent Drawing"
"http://en.wikipedia.org/wiki/Charles_Dickens_Museum,_London","Charles Dickens Museum, London"
"http://en.wikipedia.org/wiki/Chartered_Insurance_Institute_Museum","Chartered Insurance Institute Museum"
"http://en.wikipedia.org/wiki/Chelsea_Physic_Garden","Chelsea Physic Garden"
"http://en.wikipedia.org/wiki/Chiswick_House","Chiswick House"
"http://en.wikipedia.org/wiki/Churchill_Museum_and_Cabinet_War_Rooms","Churchill Museum and Cabinet War Rooms"
"http://en.wikipedia.org/wiki/Clarence_House","Clarence House"
"http://en.wikipedia.org/wiki/Clink_Prison_Museum","Clink Prison Museum"
"http://en.wikipedia.org/wiki/Clockmakers%27_Museum","Clockmakers' Museum"
"http://en.wikipedia.org/wiki/College_of_Arms","College of Arms"
"http://en.wikipedia.org/wiki/Couper_Collection","Couper Collection"
"http://en.wikipedia.org/wiki/Courtauld_Institute_of_Art","Courtauld Institute of Art"
"http://en.wikipedia.org/wiki/Crofton_Roman_Villa","Crofton Roman Villa"
"http://en.wikipedia.org/wiki/Crossness_Pumping_Station","Crossness Pumping Station"
"http://en.wikipedia.org/wiki/Crown_Jewels_of_the_United_Kingdom","Crown Jewels of the United Kingdom"
"http://en.wikipedia.org/wiki/Croydon_Lifetimes_Museum","Croydon Lifetimes Museum"
"http://en.wikipedia.org/wiki/Cuming_Museum","Cuming Museum"
"http://en.wikipedia.org/wiki/Cutty_Sark_Museum","Cutty Sark Museum"
"http://en.wikipedia.org/wiki/Dali_Universe","Dali Universe"
"http://en.wikipedia.org/wiki/Danson_House","Danson House"
"http://en.wikipedia.org/wiki/De_Morgan_Centre","De Morgan Centre"
"http://en.wikipedia.org/wiki/Dennis_Severs%27_House","Dennis Severs' House"
"http://en.wikipedia.org/wiki/Design_Museum","Design Museum"
"http://en.wikipedia.org/wiki/Dr_Johnson%27s_House","Dr Johnson's House"
"http://en.wikipedia.org/wiki/Worshipful_Company_of_Drapers","Worshipful Company of Drapers"
"http://en.wikipedia.org/wiki/Dulwich_Picture_Gallery","Dulwich Picture Gallery"
"http://en.wikipedia.org/wiki/Eastbury_Manor_House","Eastbury Manor House"
"http://en.wikipedia.org/wiki/Eltham_Palace","Eltham Palace"
"http://en.wikipedia.org/wiki/Estorick_Collection_of_Modern_Italian_Art","Estorick Collection of Modern Italian Art"
"http://en.wikipedia.org/wiki/Fan_Museum","Fan Museum"
"http://en.wikipedia.org/wiki/Fashion_and_Textile_Museum","Fashion and Textile Museum"
"http://en.wikipedia.org/wiki/Fenton_House","Fenton House"
"http://en.wikipedia.org/wiki/Firepower:_The_Royal_Artillery_Museum","Firepower: The Royal Artillery Museum"
"http://en.wikipedia.org/wiki/Florence_Nightingale_Museum","Florence Nightingale Museum"
"http://en.wikipedia.org/wiki/Forty_Hall","Forty Hall"
"http://en.wikipedia.org/wiki/Foundling_Museum","Foundling Museum"
"http://en.wikipedia.org/wiki/Freud_Museum","Freud Museum"
"http://en.wikipedia.org/wiki/Fulham_Palace","Fulham Palace"
"http://en.wikipedia.org/wiki/Galton_Collection","Galton Collection"
"http://en.wikipedia.org/wiki/Geffrye_Museum","Geffrye Museum"
"http://en.wikipedia.org/wiki/Gilbert_Collection","Gilbert Collection"
"http://en.wikipedia.org/wiki/Golden_Hinde","Golden Hinde"
"http://en.wikipedia.org/wiki/Grant_Museum_of_Zoology_and_Comparative_Anatomy","Grant Museum of Zoology and Comparative Anatomy"
"http://en.wikipedia.org/wiki/Great_Ormond_Street_Hospital_Museum_and_Archive","Great Ormond Street Hospital Museum and Archive"
"http://en.wikipedia.org/wiki/Greenwich_Heritage_Centre","Greenwich Heritage Centre"
"http://en.wikipedia.org/wiki/Greenwich_Hospital_"
"http://en.wikipedia.org/wiki/Greenwich_Visitor_Centre","Greenwich Visitor Centre"
"http://en.wikipedia.org/wiki/Guards%27_Museum","Guards' Museum"
"http://en.wikipedia.org/wiki/Guildhall_Art_Gallery","Guildhall Art Gallery"
"http://en.wikipedia.org/wiki/Guildhall_Library","Guildhall Library"
"http://en.wikipedia.org/wiki/Gunnersbury_Park_Museum","Gunnersbury Park Museum"
"http://en.wikipedia.org/wiki/Ham_House,_London","Ham House, London"
"http://en.wikipedia.org/wiki/Burgh_House","Burgh House"
"http://en.wikipedia.org/wiki/Hampton_Court","Hampton Court"
"http://en.wikipedia.org/wiki/Handel_House_Museum","Handel House Museum"
"http://en.wikipedia.org/wiki/Harrow_Museum","Harrow Museum"
"http://en.wikipedia.org/wiki/Hayward_Gallery","Hayward Gallery"
"http://en.wikipedia.org/wiki/Hermitage_Rooms","Hermitage Rooms"
"http://en.wikipedia.org/wiki/HMS_Belfast_"
"http://en.wikipedia.org/wiki/Hogarth%27s_House","Hogarth's House"
"http://en.wikipedia.org/wiki/Honourable_Artillery_Company_Museum","Honourable Artillery Company Museum"
"http://en.wikipedia.org/wiki/Horniman_Museum","Horniman Museum"
"http://en.wikipedia.org/wiki/House_Mill_Museum","House Mill Museum"
"http://en.wikipedia.org/wiki/Hunterian_Museum_at_the_Royal_College_of_Surgeons","Hunterian Museum at the Royal College of Surgeons"
"http://en.wikipedia.org/wiki/Imperial_War_Museum","Imperial War Museum"
"http://en.wikipedia.org/wiki/Institute_of_Archaeology_Collections","Institute of Archaeology Collections"
"http://en.wikipedia.org/wiki/Island_History_Trust","Island History Trust"
"http://en.wikipedia.org/wiki/Jewel_Tower","Jewel Tower"
"http://en.wikipedia.org/wiki/Jewish_Museum_"
"http://en.wikipedia.org/wiki/Jewish_Museum_"
"http://en.wikipedia.org/wiki/Keats%27_House","Keats' House"
"http://en.wikipedia.org/wiki/Kensington_Palace","Kensington Palace"
"http://en.wikipedia.org/wiki/Kenwood_House","Kenwood House"
"http://en.wikipedia.org/wiki/Kew_Bridge_Steam_Museum","Kew Bridge Steam Museum"
"http://en.wikipedia.org/wiki/Royal_Botanic_Gardens,_Kew","Royal Botanic Gardens, Kew"
"http://en.wikipedia.org/wiki/Kirkaldy_Testing_Museum","Kirkaldy Testing Museum"
"http://en.wikipedia.org/wiki/Leighton_House_Museum","Leighton House Museum"
"http://en.wikipedia.org/wiki/Linnean_Society_of_London","Linnean Society of London"
"http://en.wikipedia.org/wiki/Linley_Sambourne_House","Linley Sambourne House"
"http://en.wikipedia.org/wiki/Little_Holland_House,_Carshalton","Little Holland House, Carshalton"
"http://en.wikipedia.org/wiki/Livesey_Museum_for_Children","Livesey Museum for Children"
"http://en.wikipedia.org/wiki/London_Aquarium","London Aquarium"
"http://en.wikipedia.org/wiki/London_Canal_Museum","London Canal Museum"
"http://en.wikipedia.org/wiki/London_Dungeon","London Dungeon"
"http://en.wikipedia.org/wiki/London_Fire_Brigade_Museum","London Fire Brigade Museum"
"http://en.wikipedia.org/wiki/London_Gas_Museum","London Gas Museum"
"http://en.wikipedia.org/wiki/London_Motorcycle_Museum","London Motorcycle Museum"
"http://en.wikipedia.org/wiki/London_Transport_Museum","London Transport Museum"
"http://en.wikipedia.org/wiki/London_Zoo","London Zoo"
"http://en.wikipedia.org/wiki/Madame_Tussaud%27s_London","Madame Tussaud's London"
"http://en.wikipedia.org/wiki/Marble_Hill_House","Marble Hill House"
"http://en.wikipedia.org/wiki/Markfield_Beam_Engine","Markfield Beam Engine"
"http://en.wikipedia.org/wiki/Marx_Memorial_Library","Marx Memorial Library"
"http://en.wikipedia.org/wiki/Lord%27s_Cricket_Ground#The_MCC_Museum","Lord's Cricket Ground"
"http://en.wikipedia.org/wiki/Michael_Faraday_Museum","Michael Faraday Museum"
"http://en.wikipedia.org/wiki/Museum_in_Docklands","Museum in Docklands"
"http://en.wikipedia.org/wiki/Museum_of_Croydon","Museum of Croydon"
"http://en.wikipedia.org/wiki/Museum_of_Domestic_Design_and_Architecture","Museum of Domestic Design and Architecture"
"http://en.wikipedia.org/wiki/Museum_of_Garden_History","Museum of Garden History"
"http://en.wikipedia.org/wiki/Museum_of_Immigration_and_Diversity","Museum of Immigration and Diversity"
"http://en.wikipedia.org/wiki/Museum_of_London","Museum of London"
"http://en.wikipedia.org/wiki/Museum_of_Performance","Museum of Performance"
"http://en.wikipedia.org/wiki/Museum_of_Rugby","Museum of Rugby"
"http://en.wikipedia.org/wiki/Museum_of_the_Order_of_St_John","Museum of the Order of St John"
"http://en.wikipedia.org/wiki/Museum_of_Veterinary_History","Museum of Veterinary History"
"http://en.wikipedia.org/wiki/Museum_of_Brands,_Packaging_and_Advertising","Museum of Brands, Packaging and Advertising"
"http://en.wikipedia.org/wiki/National_Archives_"
"http://en.wikipedia.org/wiki/National_Army_Museum","National Army Museum"
"http://en.wikipedia.org/wiki/National_Gallery,_London","National Gallery, London"
"http://en.wikipedia.org/wiki/National_Maritime_Museum","National Maritime Museum"
"http://en.wikipedia.org/wiki/V%26A_Museum_of_Childhood","V&amp;A Museum of Childhood"
"http://en.wikipedia.org/wiki/National_Portrait_Gallery,_London","National Portrait Gallery, London"
"http://en.wikipedia.org/wiki/Natural_History_Museum","Natural History Museum"
"http://en.wikipedia.org/wiki/The_Newsroom_-_Guardian_and_Observer_Archive_and_Visitor_Centre","The Newsroom - Guardian and Observer Archive and Visitor Centre"
"http://en.wikipedia.org/wiki/North_Woolwich_Old_Station_Museum","North Woolwich Old Station Museum"
"http://en.wikipedia.org/wiki/Old_Operating_Theatre","Old Operating Theatre"
"http://en.wikipedia.org/wiki/Harrow_School#Old_Speech_Room_Gallery_.26_Museum","Harrow School"
"http://en.wikipedia.org/wiki/Osterley_Park","Osterley Park"
"http://en.wikipedia.org/wiki/Percival_David_Foundation_of_Chinese_Art","Percival David Foundation of Chinese Art"
"http://en.wikipedia.org/wiki/Petrie_Museum_of_Egyptian_Archaeology","Petrie Museum of Egyptian Archaeology"
"http://en.wikipedia.org/wiki/Pitzhanger_Manor","Pitzhanger Manor"
"http://en.wikipedia.org/wiki/Polish_Institute_and_Sikorski_Museum","Polish Institute and Sikorski Museum"
"http://en.wikipedia.org/wiki/Pollock%27s_Toy_Museum","Pollock's Toy Museum"
"http://en.wikipedia.org/wiki/Prince_Henry%27s_Room","Prince Henry's Room"
"http://en.wikipedia.org/wiki/Russian_Cultural_Centre_"
"http://en.wikipedia.org/wiki/Queen%27s_Gallery","Queen's Gallery"
"http://en.wikipedia.org/wiki/Queen%27s_House","Queen's House"
"http://en.wikipedia.org/wiki/Ragged_School_Museum","Ragged School Museum"
"http://en.wikipedia.org/wiki/Ranger%27s_House","Ranger's House"
"http://en.wikipedia.org/wiki/Red_House_"
"http://en.wikipedia.org/wiki/Riesco_Gallery","Riesco Gallery"
"http://en.wikipedia.org/wiki/Rose_Theatre_Exhibition","Rose Theatre Exhibition"
"http://en.wikipedia.org/wiki/Royal_Academy_of_Arts","Royal Academy of Arts"
"http://en.wikipedia.org/wiki/Royal_Air_Force_Museum","Royal Air Force Museum"
"http://en.wikipedia.org/wiki/Royal_College_of_Music_Archives_and_Museum_of_Instruments","Royal College of Music Archives and Museum of Instruments"
"http://en.wikipedia.org/wiki/Royal_College_of_Physicians_Collections","Royal College of Physicians Collections"
"http://en.wikipedia.org/wiki/Royal_Hospital_Chelsea","Royal Hospital Chelsea"
"http://en.wikipedia.org/wiki/Royal_Institute_of_British_Architects_Collections","Royal Institute of British Architects Collections"
"http://en.wikipedia.org/wiki/Royal_Greenwich_Observatory","Royal Greenwich Observatory"
"http://en.wikipedia.org/wiki/Royal_London_Hospital_Archives_and_Museum","Royal London Hospital Archives and Museum"
"http://en.wikipedia.org/wiki/Royal_Mews","Royal Mews"
"http://en.wikipedia.org/wiki/Royal_Military_School_of_Music","Royal Military School of Music"
"http://en.wikipedia.org/wiki/Royal_Pharmaceutical_Society_Museum","Royal Pharmaceutical Society Museum"
"http://en.wikipedia.org/wiki/Royal_Philatelic_Collection","Royal Philatelic Collection"
"http://en.wikipedia.org/wiki/St_Bartholomew%27s_Hospital","St Bartholomew's Hospital"
"http://en.wikipedia.org/wiki/St_Paul%27s_Cathedral","St Paul's Cathedral"
"http://en.wikipedia.org/wiki/Saatchi_Gallery","Saatchi Gallery"
"http://en.wikipedia.org/wiki/Science_Museum_"
"http://en.wikipedia.org/wiki/Sherlock_Holmes_Museum","Sherlock Holmes Museum"
"http://en.wikipedia.org/wiki/Shakespeare%E2%80%99s_Globe_Exhibition","Shakespeare’s Globe Exhibition"
"http://en.wikipedia.org/wiki/Sir_John_Soane%27s_Museum","Sir John Soane's Museum"
"http://en.wikipedia.org/wiki/Somerset_House","Somerset House"
"http://en.wikipedia.org/wiki/South_London_Gallery","South London Gallery"
"http://en.wikipedia.org/wiki/Southside_House","Southside House"
"http://en.wikipedia.org/wiki/Spencer_House","Spencer House"
"http://en.wikipedia.org/wiki/Sutton_House","Sutton House"
"http://en.wikipedia.org/wiki/Tate_Britain","Tate Britain"
"http://en.wikipedia.org/wiki/Tate_Modern","Tate Modern"
"http://en.wikipedia.org/wiki/Theatre_Museum","Theatre Museum"
"http://en.wikipedia.org/wiki/Tower_Bridge","Tower Bridge"
"http://en.wikipedia.org/wiki/Tower_of_London","Tower of London"
"http://en.wikipedia.org/wiki/Twinings_Museum","Twinings Museum"
"http://en.wikipedia.org/wiki/Two_Willow_Road","Two Willow Road"
"http://en.wikipedia.org/wiki/Type_Museum","Type Museum"
"http://en.wikipedia.org/wiki/UCL_Collections","UCL Collections"
"http://en.wikipedia.org/wiki/Valence_House_Museum","Valence House Museum"
"http://en.wikipedia.org/wiki/Vestry_House_Museum","Vestry House Museum"
"http://en.wikipedia.org/wiki/Victoria_and_Albert_Museum","Victoria and Albert Museum"
"http://en.wikipedia.org/wiki/V%26A_Museum_of_Childhood","V&amp;A Museum of Childhood"
"http://en.wikipedia.org/wiki/Wallace_Collection","Wallace Collection"
"http://en.wikipedia.org/wiki/Wellcome_Library","Wellcome Library"
"http://en.wikipedia.org/wiki/Wellcome_Collection","Wellcome Collection"
"http://en.wikipedia.org/wiki/Wellington_Arch","Wellington Arch"
"http://en.wikipedia.org/wiki/Wesley%27s_Chapel","Wesley's Chapel"
"http://en.wikipedia.org/wiki/West_Ham_United_Museum","West Ham United Museum"
"http://en.wikipedia.org/wiki/Westminster_Abbey","Westminster Abbey"
"http://en.wikipedia.org/wiki/Whitechapel_Gallery","Whitechapel Gallery"
"http://en.wikipedia.org/wiki/William_Morris_Gallery","William Morris Gallery"
"http://en.wikipedia.org/wiki/Wimbledon_Lawn_Tennis_Museum","Wimbledon Lawn Tennis Museum"
"http://en.wikipedia.org/wiki/Women%27s_Library","Women's Library"
"http://en.wikipedia.org/wiki/Young%27s_Brewery","Young's Brewery"
"http://en.wikipedia.org/wiki/Tate_Modern","Tate Modern"
"http://en.wikipedia.org/wiki/British_Museum","British Museum"
"http://en.wikipedia.org/wiki/National_Gallery,_London","National Gallery, London"
"http://en.wikipedia.org/wiki/Natural_History_Museum","Natural History Museum"
"http://en.wikipedia.org/wiki/Science_Museum_"
"http://en.wikipedia.org/wiki/Victoria_and_Albert_Museum","Victoria and Albert Museum"
"http://en.wikipedia.org/wiki/National_Maritime_Museum","National Maritime Museum"
"http://en.wikipedia.org/wiki/National_Portrait_Gallery_"
"http://en.wikipedia.org/wiki/Imperial_War_Museum","Imperial War Museum"
"http://en.wikipedia.org/wiki/Horniman_Museum","Horniman Museum"
"http://en.wikipedia.org/wiki/Wallace_Collection","Wallace Collection"
"http://en.wikipedia.org/wiki/V%26A_Museum_of_Childhood","V&amp;A Museum of Childhood"
"http://en.wikipedia.org/wiki/Museum_of_London","Museum of London"
"http://en.wikipedia.org/wiki/Churchill_Museum_and_Cabinet_War_Rooms","Churchill Museum and Cabinet War Rooms"
"http://en.wikipedia.org/wiki/HMS_Belfast_"
"http://en.wikipedia.org/wiki/Museum_in_Docklands","Museum in Docklands"
"http://en.wikipedia.org/wiki/Sir_John_Soane%27s_Museum","Sir John Soane's Museum"
"http://en.wikipedia.org/wiki/Geffrye_Museum","Geffrye Museum"

